"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN RABI CONSUMPTION (tons)","PHOSPHATE RABI CONSUMPTION (tons)","POTASH RABI CONSUMPTION (tons)","TOTAL RABI CONSUMPTION (tons)"
"107","1996","7","Maharashtra","Kolhapur","22954.0","8928.0","8366.0","40248.0"
"107","1997","7","Maharashtra","Kolhapur","29830.0","10736.0","11192.0","51758.0"
"107","1998","7","Maharashtra","Kolhapur","-1.0","-1.0","-1.0","-1.0"
"107","1999","7","Maharashtra","Kolhapur","-1.0","-1.0","-1.0","-1.0"
"107","2000","7","Maharashtra","Kolhapur","26863.0","12988.0","11454.0","51305.0"
"107","2001","7","Maharashtra","Kolhapur","24314.0","13184.0","10703.0","48201.0"
"107","2002","7","Maharashtra","Kolhapur","19158.0","7902.0","8423.0","35483.0"
"107","2003","7","Maharashtra","Kolhapur","19665.0","9319.0","8482.0","37466.0"
"107","2004","7","Maharashtra","Kolhapur","27189.0","13954.0","11812.0","52955.0"
"107","2005","7","Maharashtra","Kolhapur","24988.0","12745.0","14344.0","52077.0"
"107","2006","7","Maharashtra","Kolhapur","27444.0","12127.0","15078.0","54649.0"
"107","2007","7","Maharashtra","Kolhapur","25548.0","15203.0","11950.0","52701.0"
"107","2008","7","Maharashtra","Kolhapur","18680.0","9983.0","7638.0","36301.0"
"107","2009","7","Maharashtra","Kolhapur","29548.0","17209.0","18589.0","65346.0"
"107","2010","7","Maharashtra","Kolhapur","30241.0","16725.0","18508.0","65474.0"
"107","2011","7","Maharashtra","Kolhapur","36319.0","21066.0","20453.0","77838.0"
"107","2012","7","Maharashtra","Kolhapur","31492.0","14820.0","12653.0","58965.0"
"107","2013","7","Maharashtra","Kolhapur","34877.0","17159.0","14222.0","66258.0"
"107","2014","7","Maharashtra","Kolhapur","40526.0","18916.0","16156.0","75598.0"
"107","2015","7","Maharashtra","Kolhapur","32011.0","16921.0","14424.0","63356.0"
"107","2016","7","Maharashtra","Kolhapur","41250.0","21800.0","18934.0","81984.0"
"107","2017","7","Maharashtra","Kolhapur","39349.0","19208.0","16366.0","74923.0"
"108","1990","7","Maharashtra","Aurangabad","15401.0","8979.0","4001.0","28381.0"
"108","1991","7","Maharashtra","Aurangabad","12340.0","9330.0","3250.0","24920.0"
"108","1992","7","Maharashtra","Aurangabad","12340.0","9330.0","3250.0","24920.0"
"108","1993","7","Maharashtra","Aurangabad","15538.0","6637.0","1049.0","23224.0"
"108","1994","7","Maharashtra","Aurangabad","16758.0","8729.0","2132.0","27619.0"
"108","1995","7","Maharashtra","Aurangabad","11103.0","8930.0","4757.0","24790.0"
"108","1996","7","Maharashtra","Aurangabad","15086.0","5265.0","1328.0","21679.0"
"108","1997","7","Maharashtra","Aurangabad","14473.0","8789.0","2719.0","25981.0"
"108","1998","7","Maharashtra","Aurangabad","-1.0","-1.0","-1.0","-1.0"
"108","1999","7","Maharashtra","Aurangabad","-1.0","-1.0","-1.0","-1.0"
"108","2000","7","Maharashtra","Aurangabad","29644.0","17919.0","7450.0","55013.0"
"108","2001","7","Maharashtra","Aurangabad","28492.0","16888.0","8597.0","53977.0"
"108","2002","7","Maharashtra","Aurangabad","33084.0","18973.0","8571.0","60628.0"
"108","2003","7","Maharashtra","Aurangabad","22676.0","13494.0","1243.0","37413.0"
"108","2004","7","Maharashtra","Aurangabad","25735.0","20099.0","12034.0","57868.0"
"108","2005","7","Maharashtra","Aurangabad","34767.0","27125.0","19128.0","81020.0"
"108","2006","7","Maharashtra","Aurangabad","38185.0","25809.0","20107.0","84101.0"
"108","2007","7","Maharashtra","Aurangabad","33506.0","17927.0","11463.0","62896.0"
"108","2008","7","Maharashtra","Aurangabad","41406.0","28675.0","19128.0","89209.0"
"108","2009","7","Maharashtra","Aurangabad","47103.0","33285.0","33464.0","113852.0"
"108","2010","7","Maharashtra","Aurangabad","88374.0","46804.0","39136.0","174314.0"
"108","2011","7","Maharashtra","Aurangabad","62811.0","48407.0","25058.0","136276.0"
"108","2012","7","Maharashtra","Aurangabad","33118.0","20983.0","11514.0","65615.0"
"108","2013","7","Maharashtra","Aurangabad","59963.0","34831.0","15377.0","110171.0"
"108","2014","7","Maharashtra","Aurangabad","47833.0","21487.0","14359.0","83679.0"
"108","2015","7","Maharashtra","Aurangabad","61108.0","40712.0","20344.0","122164.0"
"108","2016","7","Maharashtra","Aurangabad","60444.0","37271.0","20579.0","118294.0"
"108","2017","7","Maharashtra","Aurangabad","36654.0","24450.0","13158.0","74262.0"
"109","1990","7","Maharashtra","Parbhani","6400.0","5044.0","1354.0","12798.0"
"109","1991","7","Maharashtra","Parbhani","5780.0","2789.0","959.0","9528.0"
"109","1992","7","Maharashtra","Parbhani","5780.0","2789.0","959.0","9528.0"
"109","1993","7","Maharashtra","Parbhani","7092.0","2813.0","728.0","10633.0"
"109","1994","7","Maharashtra","Parbhani","4737.0","3081.0","1222.0","9040.0"
"109","1995","7","Maharashtra","Parbhani","5914.0","3768.0","1590.0","11272.0"
"109","1996","7","Maharashtra","Parbhani","7546.0","3373.0","657.0","11576.0"
"109","1997","7","Maharashtra","Parbhani","8356.0","4215.0","1247.0","13818.0"
"109","1998","7","Maharashtra","Parbhani","-1.0","-1.0","-1.0","-1.0"
"109","1999","7","Maharashtra","Parbhani","-1.0","-1.0","-1.0","-1.0"
"109","2000","7","Maharashtra","Parbhani","14226.0","5696.0","2413.0","22335.0"
"109","2001","7","Maharashtra","Parbhani","15034.0","6320.0","3110.0","24464.0"
"109","2002","7","Maharashtra","Parbhani","14993.0","7640.0","2150.0","24783.0"
"109","2003","7","Maharashtra","Parbhani","11228.0","6476.0","1683.0","19387.0"
"109","2004","7","Maharashtra","Parbhani","6558.0","3888.0","1086.0","11532.0"
"109","2005","7","Maharashtra","Parbhani","14096.0","9153.0","3522.0","26771.0"
"109","2006","7","Maharashtra","Parbhani","15483.0","8709.0","3702.0","27894.0"
"109","2007","7","Maharashtra","Parbhani","13600.0","6134.0","3290.0","23024.0"
"109","2008","7","Maharashtra","Parbhani","12317.0","8185.0","4723.0","25225.0"
"109","2009","7","Maharashtra","Parbhani","11717.0","7120.0","6460.0","25297.0"
"109","2010","7","Maharashtra","Parbhani","23872.0","17276.0","9793.0","50941.0"
"109","2011","7","Maharashtra","Parbhani","24901.0","15437.0","7523.0","47861.0"
"109","2012","7","Maharashtra","Parbhani","20217.0","12283.0","4869.0","37369.0"
"109","2013","7","Maharashtra","Parbhani","25899.0","14795.0","6228.0","46922.0"
"109","2014","7","Maharashtra","Parbhani","14913.0","9003.0","5758.0","29674.0"
"109","2015","7","Maharashtra","Parbhani","17606.0","17318.0","6979.0","41903.0"
"109","2016","7","Maharashtra","Parbhani","18941.0","13240.0","5436.0","37617.0"
"109","2017","7","Maharashtra","Parbhani","18065.0","14947.0","4899.0","37911.0"
"110","1990","7","Maharashtra","Beed","5727.0","5608.0","1075.0","12410.0"
"110","1991","7","Maharashtra","Beed","3775.0","2420.0","544.0","6739.0"
"110","1992","7","Maharashtra","Beed","3775.0","2420.0","544.0","6739.0"
"110","1993","7","Maharashtra","Beed","7260.0","2738.0","633.0","10631.0"
"110","1994","7","Maharashtra","Beed","10307.0","4826.0","1519.0","16652.0"
"110","1995","7","Maharashtra","Beed","5261.0","3298.0","3256.0","11815.0"
"110","1996","7","Maharashtra","Beed","4783.0","1825.0","464.0","7072.0"
"110","1997","7","Maharashtra","Beed","5975.0","3018.0","687.0","9680.0"
"110","1998","7","Maharashtra","Beed","-1.0","-1.0","-1.0","-1.0"
"110","1999","7","Maharashtra","Beed","-1.0","-1.0","-1.0","-1.0"
"110","2000","7","Maharashtra","Beed","11732.0","5690.0","2830.0","20252.0"
"110","2001","7","Maharashtra","Beed","9905.0","4804.0","1893.0","16602.0"
"110","2002","7","Maharashtra","Beed","7193.0","3445.0","889.0","11527.0"
"110","2003","7","Maharashtra","Beed","6520.0","4564.0","957.0","12041.0"
"110","2004","7","Maharashtra","Beed","5925.0","4914.0","2013.0","12852.0"
"110","2005","7","Maharashtra","Beed","11504.0","7400.0","4729.0","23633.0"
"110","2006","7","Maharashtra","Beed","12635.0","7041.0","4971.0","24647.0"
"110","2007","7","Maharashtra","Beed","10126.0","3921.0","3223.0","17270.0"
"110","2008","7","Maharashtra","Beed","13629.0","7764.0","5348.0","26741.0"
"110","2009","7","Maharashtra","Beed","17476.0","11764.0","9167.0","38407.0"
"110","2010","7","Maharashtra","Beed","25175.0","14811.0","12118.0","52104.0"
"110","2011","7","Maharashtra","Beed","23810.0","14493.0","8626.0","46929.0"
"110","2012","7","Maharashtra","Beed","13040.0","7797.0","4643.0","25480.0"
"110","2013","7","Maharashtra","Beed","20701.0","12716.0","6241.0","39658.0"
"110","2014","7","Maharashtra","Beed","12529.0","6590.0","4098.0","23217.0"
"110","2015","7","Maharashtra","Beed","16389.0","14596.0","5373.0","36358.0"
"110","2016","7","Maharashtra","Beed","25616.0","18533.0","9072.0","53221.0"
"110","2017","7","Maharashtra","Beed","22803.0","17620.0","9661.0","50084.0"
"111","1990","7","Maharashtra","Nanded","15767.0","9956.0","5110.0","30833.0"
"111","1991","7","Maharashtra","Nanded","11340.0","5699.0","5265.0","22304.0"
"111","1992","7","Maharashtra","Nanded","11340.0","5699.0","5265.0","22304.0"
"111","1993","7","Maharashtra","Nanded","12664.0","7536.0","1991.0","22191.0"
"111","1994","7","Maharashtra","Nanded","12423.0","8632.0","2330.0","23385.0"
"111","1995","7","Maharashtra","Nanded","16776.0","12532.0","5717.0","35025.0"
"111","1996","7","Maharashtra","Nanded","17940.0","3589.0","1457.0","22986.0"
"111","1997","7","Maharashtra","Nanded","23469.0","11625.0","7873.0","42967.0"
"111","1998","7","Maharashtra","Nanded","-1.0","-1.0","-1.0","-1.0"
"111","1999","7","Maharashtra","Nanded","-1.0","-1.0","-1.0","-1.0"
"111","2000","7","Maharashtra","Nanded","27411.0","16923.0","6402.0","50736.0"
"111","2001","7","Maharashtra","Nanded","27624.0","18258.0","9320.0","55202.0"
"111","2002","7","Maharashtra","Nanded","20759.0","15818.0","10024.0","46601.0"
"111","2003","7","Maharashtra","Nanded","21401.0","17062.0","3691.0","42154.0"
"111","2004","7","Maharashtra","Nanded","18119.0","15438.0","9875.0","43432.0"
"111","2005","7","Maharashtra","Nanded","31551.0","23698.0","13408.0","68657.0"
"111","2006","7","Maharashtra","Nanded","34653.0","22549.0","14094.0","71296.0"
"111","2007","7","Maharashtra","Nanded","24230.0","15855.0","8565.0","48650.0"
"111","2008","7","Maharashtra","Nanded","26731.0","23890.0","16044.0","66665.0"
"111","2009","7","Maharashtra","Nanded","18168.0","12554.0","17789.0","48511.0"
"111","2010","7","Maharashtra","Nanded","41433.0","28238.0","14197.0","83868.0"
"111","2011","7","Maharashtra","Nanded","38694.0","32723.0","14322.0","85739.0"
"111","2012","7","Maharashtra","Nanded","27241.0","23624.0","8685.0","59550.0"
"111","2013","7","Maharashtra","Nanded","31550.0","17566.0","8529.0","57645.0"
"111","2014","7","Maharashtra","Nanded","37136.0","20636.0","14885.0","72657.0"
"111","2015","7","Maharashtra","Nanded","44308.0","36270.0","12312.0","92890.0"
"111","2016","7","Maharashtra","Nanded","44090.0","29314.0","13767.0","87171.0"
"111","2017","7","Maharashtra","Nanded","23238.0","24289.0","10363.0","57890.0"
"112","1990","7","Maharashtra","Osmanabad","10421.0","8146.0","2728.0","21295.0"
"112","1991","7","Maharashtra","Osmanabad","5888.0","3793.0","1243.0","10924.0"
"112","1992","7","Maharashtra","Osmanabad","5888.0","3793.0","1243.0","10924.0"
"112","1993","7","Maharashtra","Osmanabad","11422.0","5629.0","1020.0","18071.0"
"112","1994","7","Maharashtra","Osmanabad","5440.0","5467.0","1608.0","12515.0"
"112","1995","7","Maharashtra","Osmanabad","12895.0","11560.0","4961.0","29416.0"
"112","1996","7","Maharashtra","Osmanabad","11913.0","5131.0","1752.0","18796.0"
"112","1997","7","Maharashtra","Osmanabad","9030.0","5363.0","1743.0","16136.0"
"112","1998","7","Maharashtra","Osmanabad","-1.0","-1.0","-1.0","-1.0"
"112","1999","7","Maharashtra","Osmanabad","-1.0","-1.0","-1.0","-1.0"
"112","2000","7","Maharashtra","Osmanabad","15081.0","11403.0","7352.0","33836.0"
"112","2001","7","Maharashtra","Osmanabad","12418.0","8746.0","2169.0","23333.0"
"112","2002","7","Maharashtra","Osmanabad","7744.0","4591.0","2712.0","15047.0"
"112","2003","7","Maharashtra","Osmanabad","8897.0","7743.0","1133.0","17773.0"
"112","2004","7","Maharashtra","Osmanabad","8523.0","7686.0","2352.0","18561.0"
"112","2005","7","Maharashtra","Osmanabad","17406.0","16839.0","7258.0","41503.0"
"112","2006","7","Maharashtra","Osmanabad","19117.0","16022.0","7630.0","42769.0"
"112","2007","7","Maharashtra","Osmanabad","11140.0","5911.0","2970.0","20021.0"
"112","2008","7","Maharashtra","Osmanabad","17807.0","11183.0","5612.0","34602.0"
"112","2009","7","Maharashtra","Osmanabad","18866.0","13132.0","8506.0","40504.0"
"112","2010","7","Maharashtra","Osmanabad","26112.0","20540.0","11551.0","58203.0"
"112","2011","7","Maharashtra","Osmanabad","34255.0","30831.0","9838.0","74924.0"
"112","2012","7","Maharashtra","Osmanabad","20320.0","15388.0","4129.0","39837.0"
"112","2013","7","Maharashtra","Osmanabad","26804.0","18206.0","6192.0","51202.0"
"112","2014","7","Maharashtra","Osmanabad","17170.0","13463.0","5387.0","36020.0"
"112","2015","7","Maharashtra","Osmanabad","12156.0","15736.0","4232.0","32124.0"
"112","2016","7","Maharashtra","Osmanabad","26088.0","18300.0","6775.0","51163.0"
"112","2017","7","Maharashtra","Osmanabad","28237.0","23065.0","9270.0","60572.0"
"113","1990","7","Maharashtra","Buldhana","8081.0","4898.0","999.0","13978.0"
"113","1991","7","Maharashtra","Buldhana","5146.0","2627.0","492.0","8265.0"
"113","1992","7","Maharashtra","Buldhana","5146.0","2627.0","492.0","8265.0"
"113","1993","7","Maharashtra","Buldhana","8253.0","4202.0","794.0","13249.0"
"113","1994","7","Maharashtra","Buldhana","10528.0","5115.0","990.0","16633.0"
"113","1995","7","Maharashtra","Buldhana","12289.0","9227.0","2013.0","23529.0"
"113","1996","7","Maharashtra","Buldhana","9313.0","3936.0","1205.0","14454.0"
"113","1997","7","Maharashtra","Buldhana","9071.0","3406.0","191.0","12668.0"
"113","1998","7","Maharashtra","Buldhana","-1.0","-1.0","-1.0","-1.0"
"113","1999","7","Maharashtra","Buldhana","-1.0","-1.0","-1.0","-1.0"
"113","2000","7","Maharashtra","Buldhana","7511.0","7068.0","518.0","15097.0"
"113","2001","7","Maharashtra","Buldhana","13181.0","6434.0","292.0","19907.0"
"113","2002","7","Maharashtra","Buldhana","17626.0","9080.0","2536.0","29242.0"
"113","2003","7","Maharashtra","Buldhana","9534.0","5859.0","498.0","15891.0"
"113","2004","7","Maharashtra","Buldhana","6617.0","6088.0","1234.0","13939.0"
"113","2005","7","Maharashtra","Buldhana","10457.0","9573.0","2865.0","22895.0"
"113","2006","7","Maharashtra","Buldhana","11485.0","9109.0","3012.0","23606.0"
"113","2007","7","Maharashtra","Buldhana","11299.0","8127.0","4057.0","23483.0"
"113","2008","7","Maharashtra","Buldhana","11638.0","11265.0","5438.0","28341.0"
"113","2009","7","Maharashtra","Buldhana","19521.0","16998.0","8188.0","44707.0"
"113","2010","7","Maharashtra","Buldhana","31431.0","23344.0","14035.0","68810.0"
"113","2011","7","Maharashtra","Buldhana","20265.0","18355.0","7247.0","45867.0"
"113","2012","7","Maharashtra","Buldhana","16315.0","15861.0","4326.0","36502.0"
"113","2013","7","Maharashtra","Buldhana","26768.0","18863.0","5859.0","51490.0"
"113","2014","7","Maharashtra","Buldhana","25850.0","22427.0","9947.0","58224.0"
"113","2015","7","Maharashtra","Buldhana","22385.0","24230.0","7596.0","54211.0"
"113","2016","7","Maharashtra","Buldhana","21995.0","19675.0","6165.0","47835.0"
"113","2017","7","Maharashtra","Buldhana","14659.0","17725.0","5316.0","37700.0"
"114","1990","7","Maharashtra","Akola","7793.0","5317.0","1161.0","14271.0"
"114","1991","7","Maharashtra","Akola","4254.0","3413.0","1300.0","8967.0"
"114","1992","7","Maharashtra","Akola","4254.0","3413.0","1300.0","8967.0"
"114","1993","7","Maharashtra","Akola","6627.0","2699.0","373.0","9699.0"
"114","1994","7","Maharashtra","Akola","11061.0","7182.0","1642.0","19885.0"
"114","1995","7","Maharashtra","Akola","10705.0","7783.0","506.0","18994.0"
"114","1996","7","Maharashtra","Akola","12070.0","4698.0","1178.0","17946.0"
"114","1997","7","Maharashtra","Akola","12494.0","6889.0","2497.0","21880.0"
"114","1998","7","Maharashtra","Akola","-1.0","-1.0","-1.0","-1.0"
"114","1999","7","Maharashtra","Akola","-1.0","-1.0","-1.0","-1.0"
"114","2000","7","Maharashtra","Akola","11472.0","9422.0","2190.0","23084.0"
"114","2001","7","Maharashtra","Akola","15864.0","10890.0","2566.0","29320.0"
"114","2002","7","Maharashtra","Akola","12100.0","9418.0","2306.0","23824.0"
"114","2003","7","Maharashtra","Akola","11717.0","9410.0","1786.0","22913.0"
"114","2004","7","Maharashtra","Akola","8028.0","8768.0","3566.0","20362.0"
"114","2005","7","Maharashtra","Akola","12329.0","10850.0","3003.0","26182.0"
"114","2006","7","Maharashtra","Akola","13541.0","10323.0","3157.0","27021.0"
"114","2007","7","Maharashtra","Akola","19083.0","13097.0","5657.0","37837.0"
"114","2008","7","Maharashtra","Akola","10189.0","12494.0","3961.0","26644.0"
"114","2009","7","Maharashtra","Akola","12331.0","10309.0","5043.0","27683.0"
"114","2010","7","Maharashtra","Akola","21969.0","13837.0","5875.0","41681.0"
"114","2011","7","Maharashtra","Akola","16556.0","17676.0","4590.0","38822.0"
"114","2012","7","Maharashtra","Akola","18884.0","13469.0","3333.0","35686.0"
"114","2013","7","Maharashtra","Akola","21572.0","19492.0","2621.0","43685.0"
"114","2014","7","Maharashtra","Akola","17220.0","10585.0","4828.0","32633.0"
"114","2015","7","Maharashtra","Akola","18603.0","20470.0","6443.0","45516.0"
"114","2016","7","Maharashtra","Akola","15074.0","12566.0","3346.0","30986.0"
"114","2017","7","Maharashtra","Akola","10509.0","11020.0","3355.0","24884.0"
"115","1990","7","Maharashtra","Amarawati","7201.0","5639.0","1642.0","14482.0"
"115","1991","7","Maharashtra","Amarawati","5201.0","5143.0","2191.0","12535.0"
"115","1992","7","Maharashtra","Amarawati","5201.0","5143.0","2191.0","12535.0"
"115","1993","7","Maharashtra","Amarawati","9181.0","1692.0","603.0","11476.0"
"115","1994","7","Maharashtra","Amarawati","11163.0","5503.0","2841.0","19507.0"
"115","1995","7","Maharashtra","Amarawati","7049.0","6085.0","707.0","13841.0"
"115","1996","7","Maharashtra","Amarawati","11822.0","3873.0","2722.0","18417.0"
"115","1997","7","Maharashtra","Amarawati","9135.0","5569.0","643.0","15347.0"
"115","1998","7","Maharashtra","Amarawati","-1.0","-1.0","-1.0","-1.0"
"115","1999","7","Maharashtra","Amarawati","-1.0","-1.0","-1.0","-1.0"
"115","2000","7","Maharashtra","Amarawati","8066.0","5441.0","1823.0","15330.0"
"115","2001","7","Maharashtra","Amarawati","5855.0","3464.0","441.0","9760.0"
"115","2002","7","Maharashtra","Amarawati","9272.0","6207.0","2805.0","18284.0"
"115","2003","7","Maharashtra","Amarawati","7713.0","7329.0","1066.0","16108.0"
"115","2004","7","Maharashtra","Amarawati","8497.0","6685.0","1732.0","16914.0"
"115","2005","7","Maharashtra","Amarawati","8121.0","6645.0","3620.0","18386.0"
"115","2006","7","Maharashtra","Amarawati","8919.0","6323.0","3805.0","19047.0"
"115","2007","7","Maharashtra","Amarawati","15015.0","8180.0","3593.0","26788.0"
"115","2008","7","Maharashtra","Amarawati","12886.0","11896.0","5350.0","30132.0"
"115","2009","7","Maharashtra","Amarawati","12969.0","7535.0","6605.0","27109.0"
"115","2010","7","Maharashtra","Amarawati","21196.0","14469.0","5365.0","41030.0"
"115","2011","7","Maharashtra","Amarawati","18989.0","16873.0","9347.0","45209.0"
"115","2012","7","Maharashtra","Amarawati","17605.0","10827.0","4804.0","33236.0"
"115","2013","7","Maharashtra","Amarawati","17096.0","8526.0","2699.0","28321.0"
"115","2014","7","Maharashtra","Amarawati","18875.0","8745.0","5124.0","32744.0"
"115","2015","7","Maharashtra","Amarawati","16283.0","13394.0","5348.0","35025.0"
"115","2016","7","Maharashtra","Amarawati","12366.0","10431.0","4381.0","27178.0"
"115","2017","7","Maharashtra","Amarawati","13409.0","10934.0","4727.0","29070.0"
"116","1990","7","Maharashtra","Yeotmal","5110.0","3508.0","1616.0","10234.0"
"116","1991","7","Maharashtra","Yeotmal","2866.0","2336.0","1520.0","6722.0"
"116","1992","7","Maharashtra","Yeotmal","866.0","2336.0","1520.0","4722.0"
"116","1993","7","Maharashtra","Yeotmal","5273.0","1872.0","695.0","7840.0"
"116","1994","7","Maharashtra","Yeotmal","8117.0","3013.0","1377.0","12507.0"
"116","1995","7","Maharashtra","Yeotmal","7405.0","3086.0","1951.0","12442.0"
"116","1996","7","Maharashtra","Yeotmal","6224.0","2750.0","1418.0","10392.0"
"116","1997","7","Maharashtra","Yeotmal","8545.0","4442.0","1703.0","14690.0"
"116","1998","7","Maharashtra","Yeotmal","-1.0","-1.0","-1.0","-1.0"
"116","1999","7","Maharashtra","Yeotmal","-1.0","-1.0","-1.0","-1.0"
"116","2000","7","Maharashtra","Yeotmal","9311.0","5938.0","2205.0","17454.0"
"116","2001","7","Maharashtra","Yeotmal","9112.0","4377.0","2217.0","15706.0"
"116","2002","7","Maharashtra","Yeotmal","11719.0","5367.0","1528.0","18614.0"
"116","2003","7","Maharashtra","Yeotmal","10580.0","5958.0","1353.0","17891.0"
"116","2004","7","Maharashtra","Yeotmal","3617.0","3344.0","868.0","7829.0"
"116","2005","7","Maharashtra","Yeotmal","9170.0","5814.0","2488.0","17472.0"
"116","2006","7","Maharashtra","Yeotmal","10071.0","5532.0","2615.0","18218.0"
"116","2007","7","Maharashtra","Yeotmal","13782.0","4268.0","1717.0","19767.0"
"116","2008","7","Maharashtra","Yeotmal","8770.0","5142.0","1667.0","15579.0"
"116","2009","7","Maharashtra","Yeotmal","7595.0","6160.0","7669.0","21424.0"
"116","2010","7","Maharashtra","Yeotmal","23428.0","13388.0","8126.0","44942.0"
"116","2011","7","Maharashtra","Yeotmal","22676.0","17247.0","9781.0","49704.0"
"116","2012","7","Maharashtra","Yeotmal","19186.0","10314.0","4189.0","33689.0"
"116","2013","7","Maharashtra","Yeotmal","23837.0","12941.0","4597.0","41375.0"
"116","2014","7","Maharashtra","Yeotmal","22008.0","12097.0","6416.0","40521.0"
"116","2015","7","Maharashtra","Yeotmal","27254.0","19627.0","7136.0","54017.0"
"116","2016","7","Maharashtra","Yeotmal","22706.0","13673.0","5678.0","42057.0"
"116","2017","7","Maharashtra","Yeotmal","9458.0","10472.0","3929.0","23859.0"
"117","1990","7","Maharashtra","Wardha","4797.0","1741.0","1421.0","7959.0"
"117","1991","7","Maharashtra","Wardha","5315.0","2510.0","2979.0","10804.0"
"117","1992","7","Maharashtra","Wardha","5315.0","2510.0","2979.0","10804.0"
"117","1993","7","Maharashtra","Wardha","3215.0","3739.0","2302.0","9256.0"
"117","1994","7","Maharashtra","Wardha","6900.0","3356.0","1552.0","11808.0"
"117","1995","7","Maharashtra","Wardha","3536.0","4091.0","2721.0","10348.0"
"117","1996","7","Maharashtra","Wardha","4063.0","1328.0","606.0","5997.0"
"117","1997","7","Maharashtra","Wardha","5637.0","2602.0","3010.0","11249.0"
"117","1998","7","Maharashtra","Wardha","-1.0","-1.0","-1.0","-1.0"
"117","1999","7","Maharashtra","Wardha","-1.0","-1.0","-1.0","-1.0"
"117","2000","7","Maharashtra","Wardha","8472.0","6347.0","2241.0","17060.0"
"117","2001","7","Maharashtra","Wardha","7875.0","5236.0","3328.0","16439.0"
"117","2002","7","Maharashtra","Wardha","6132.0","6924.0","3967.0","17023.0"
"117","2003","7","Maharashtra","Wardha","3595.0","2390.0","1264.0","7249.0"
"117","2004","7","Maharashtra","Wardha","3794.0","2279.0","1676.0","7749.0"
"117","2005","7","Maharashtra","Wardha","5980.0","3096.0","3794.0","12870.0"
"117","2006","7","Maharashtra","Wardha","6568.0","2946.0","3988.0","13502.0"
"117","2007","7","Maharashtra","Wardha","6188.0","3765.0","1880.0","11833.0"
"117","2008","7","Maharashtra","Wardha","8535.0","4449.0","2551.0","15535.0"
"117","2009","7","Maharashtra","Wardha","6832.0","4604.0","4472.0","15908.0"
"117","2010","7","Maharashtra","Wardha","19570.0","12364.0","8893.0","40827.0"
"117","2011","7","Maharashtra","Wardha","12124.0","8717.0","4035.0","24876.0"
"117","2012","7","Maharashtra","Wardha","12759.0","6443.0","3657.0","22859.0"
"117","2013","7","Maharashtra","Wardha","12597.0","7559.0","2984.0","23140.0"
"117","2014","7","Maharashtra","Wardha","16727.0","8663.0","7784.0","33174.0"
"117","2015","7","Maharashtra","Wardha","10019.0","9504.0","5440.0","24963.0"
"117","2016","7","Maharashtra","Wardha","12833.0","9183.0","3994.0","26010.0"
"117","2017","7","Maharashtra","Wardha","4904.0","5436.0","2512.0","12852.0"
"118","1990","7","Maharashtra","Nagpur","6218.0","3550.0","717.0","10485.0"
"118","1991","7","Maharashtra","Nagpur","6110.0","4051.0","1408.0","11569.0"
"118","1992","7","Maharashtra","Nagpur","6110.0","4051.0","1408.0","11569.0"
"118","1993","7","Maharashtra","Nagpur","8007.0","1755.0","103.0","9865.0"
"118","1994","7","Maharashtra","Nagpur","8787.0","3526.0","399.0","12712.0"
"118","1995","7","Maharashtra","Nagpur","8036.0","3997.0","393.0","12426.0"
"118","1996","7","Maharashtra","Nagpur","9899.0","3311.0","860.0","14070.0"
"118","1997","7","Maharashtra","Nagpur","11525.0","8698.0","1236.0","21459.0"
"118","1998","7","Maharashtra","Nagpur","-1.0","-1.0","-1.0","-1.0"
"118","1999","7","Maharashtra","Nagpur","-1.0","-1.0","-1.0","-1.0"
"118","2000","7","Maharashtra","Nagpur","7493.0","3048.0","719.0","11260.0"
"118","2001","7","Maharashtra","Nagpur","5858.0","2592.0","1238.0","9688.0"
"118","2002","7","Maharashtra","Nagpur","13253.0","7589.0","2539.0","23381.0"
"118","2003","7","Maharashtra","Nagpur","12193.0","7277.0","1241.0","20711.0"
"118","2004","7","Maharashtra","Nagpur","8215.0","5593.0","799.0","14607.0"
"118","2005","7","Maharashtra","Nagpur","11705.0","6117.0","978.0","18800.0"
"118","2006","7","Maharashtra","Nagpur","12856.0","5820.0","1028.0","19704.0"
"118","2007","7","Maharashtra","Nagpur","12206.0","3728.0","1207.0","17141.0"
"118","2008","7","Maharashtra","Nagpur","10197.0","7915.0","3282.0","21394.0"
"118","2009","7","Maharashtra","Nagpur","15036.0","6838.0","2361.0","24235.0"
"118","2010","7","Maharashtra","Nagpur","20967.0","12429.0","4969.0","38365.0"
"118","2011","7","Maharashtra","Nagpur","20111.0","12446.0","5328.0","37885.0"
"118","2012","7","Maharashtra","Nagpur","18302.0","8184.0","3061.0","29547.0"
"118","2013","7","Maharashtra","Nagpur","19718.0","8419.0","2351.0","30488.0"
"118","2014","7","Maharashtra","Nagpur","19155.0","7164.0","3224.0","29543.0"
"118","2015","7","Maharashtra","Nagpur","22160.0","12409.0","2321.0","36890.0"
"118","2016","7","Maharashtra","Nagpur","16951.0","8352.0","2286.0","27589.0"
"118","2017","7","Maharashtra","Nagpur","17293.0","10607.0","2414.0","30314.0"
"119","1990","7","Maharashtra","Bhandara","4921.0","3100.0","1050.0","9071.0"
"119","1991","7","Maharashtra","Bhandara","3554.0","1062.0","300.0","4916.0"
"119","1992","7","Maharashtra","Bhandara","3554.0","1062.0","300.0","4916.0"
